time_us,detValue
8637010,2.680300
8639010,2.778300
8640010,2.758700
8642010,2.783200
8643010,2.802800
8645010,2.665600
8646010,2.851800
8648010,2.920400
8649010,2.744000
8651010,2.690100
8652010,2.650900
8654010,2.739100
8656010,2.739100
8657010,2.670500
8659010,2.729300
8660011,2.616600
8662010,2.842000
8663010,2.773400
8665010,2.763600
8666010,2.905700
8668010,2.655800
8669010,2.552900
8671010,2.763600
8673010,2.650900
8674010,2.543100
8676010,2.778300
8677010,2.724400
8679010,2.650900
8680010,2.636200
8682010,2.753800
8683010,2.699900
8685010,2.611700
8686010,2.582300
8688010,2.577400
8690010,2.778300
8691010,2.562700
8693010,2.856700
8694010,2.695000
8696010,2.866500
8697010,2.631300
8699010,2.655800
8700010,2.763600
8702010,2.665600
8703010,2.783200
8705010,2.763600
8706010,2.646000
8708010,2.577400
8710010,2.641100
8711010,2.626400
8713010,2.650900
8714011,2.920400
8716010,2.773400
8717010,2.861600
8719012,2.690100
8720010,3.033100
8722010,2.905700
8723010,3.047800
8725010,2.856700
8727010,2.876300
8728010,3.033100
8730010,3.160500
8731010,2.974300
8733010,3.106600
8734010,2.954700
8736010,3.052700
8737010,2.871400
8739010,2.979200
8740010,3.028200
8742010,3.013500
8744010,3.072300
8745010,2.925300
8747010,2.949800
8748010,3.023300
8750010,3.096800
8751010,2.940000
8753010,2.935100
8754010,2.930200
8756010,3.106600
8757010,2.920400
8759010,3.077200
8760010,2.905700
8762010,3.008600
8764010,3.018400
8765010,3.214400
8767010,3.047800
8768011,2.910600
8770010,2.861600
8771010,2.842000
8773010,2.891000
8774010,3.077200
8776010,3.091900
8777010,3.096800
8779010,3.008600
8781010,3.033100
8782010,3.170300
8784010,3.101700
8785010,2.969400
8787010,2.925300
8788010,2.954700
8790010,3.003700
8791010,2.900800
8793010,2.964500
8794010,2.989000
8796010,3.033100
8798010,3.175200
8799010,3.028200
8801010,3.145800
8802010,2.856700
8804010,2.993900
8805010,2.920400
8807010,3.111500
8808010,2.817500
8810010,3.101700
8811010,3.126200
8813010,2.920400
8814010,3.023300
8816010,3.077200
8818010,2.974300
8819010,2.851800
8821010,2.925300
8822011,3.072300
8824010,3.047800
8825010,3.023300
8827010,3.003700
8828010,3.013500
8830010,3.033100
8831010,3.238900
8833010,3.155600
8835010,2.974300
8836010,2.905700
8838010,2.856700
8839010,2.871400
8841010,3.042900
8842010,2.984100
8844010,2.949800
8845010,2.989000
8847010,2.969400
8848010,3.209500
8850010,3.062500
8852010,2.881200
8853010,2.930200
8855010,2.954700
8856010,2.881200
8858010,3.013500
8859010,3.057600
8861010,2.974300
8862010,3.018400
8864010,3.116400
8865010,2.974300
8867010,2.959600
8868010,3.038000
8870010,2.954700
8872010,3.047800
8873014,2.993900
8875010,2.538200
8876011,2.655800
8878010,2.734200
8879010,2.650900
8881010,2.704800
8882010,2.788100
8884010,2.812600
8885010,2.670500
8887010,2.783200
8889010,2.685200
8890010,2.690100
8892010,2.626400
8893010,2.739100
8895010,2.724400
8896010,2.778300
8898010,2.817500
8899010,2.837100
8901010,2.768500
8902010,2.601900
8904010,2.695000
8906010,2.552900
8907010,2.719500
8909010,2.695000
8910010,2.704800
8912010,2.719500
8913010,2.851800
8915010,2.665600
8916010,2.876300
8918010,2.685200
8919010,2.592100
8921010,2.557800
8922010,2.548000
8924010,2.773400
8926010,2.768500
8927010,2.621500
8929010,2.802800
8930011,2.636200
8932010,2.660700
8933010,2.846900
8935010,2.601900
8936010,2.675400
8938010,2.552900
8939010,2.655800
8941010,2.641100
8943010,2.699900
8944010,2.582300
8946010,2.822400
8947010,2.641100
8949010,2.748900
8950010,2.837100
8952010,2.572500
8953010,2.788100
8955010,2.744000
8956010,2.562700
8958010,2.650900
8960010,2.817500
8961010,2.577400
8963010,2.665600
8964010,2.866500
8966010,2.646000
8967010,2.641100
8969010,2.797900
8970010,2.518600
8972010,2.690100
8973010,2.650900
8975010,2.601900
8976010,2.797900
8978010,2.758700
8980010,2.807700
8981010,2.915500
8983010,2.734200
8984011,2.753800
8986010,2.768500
8987010,2.518600
8989010,2.768500
8990010,2.714600
8992010,2.616600
8993010,2.611700
8995010,2.665600
8997010,2.851800
8998010,2.856700
9000010,2.842000
9001010,2.650900
9003010,2.557800
9004010,2.675400
9006010,2.626400
9007010,2.655800
9009010,2.797900
9010010,2.748900
9012010,2.660700
9014010,2.915500
9015010,2.900800
9017010,2.734200
9018010,2.827300
9020010,2.729300
9021010,2.548000
9023010,2.660700
9024010,2.621500
9026010,2.842000
9027012,2.842000
9029010,3.101700
9030010,3.150700
9032010,3.042900
9034010,2.998800
9035010,3.087000
9037010,3.018400
9038011,2.886100
9040010,3.082100
9041010,2.871400
9043010,3.111500
9044010,2.866500
9046010,3.121300
9047010,2.920400
9049010,3.170300
9051010,2.984100
9052010,2.881200
9054010,2.949800
9055010,3.008600
9057010,3.062500
9058010,3.057600
9060010,2.895900
9061010,2.920400
9063010,2.871400
9064010,2.974300
9066010,3.018400
9068010,2.866500
9069010,3.038000
9071010,3.003700
9072010,2.910600
9074010,2.891000
9075010,2.979200
9077010,3.038000
9078010,2.954700
9080010,3.145800
9081010,3.033100
9083010,2.979200
9084010,2.954700
9086010,3.013500
9088010,2.846900
9089010,3.082100
9091010,2.871400
9092011,3.023300
9094010,3.067400
9095010,2.871400
9097010,2.974300
9098010,3.194800
9100010,3.023300
9101010,3.140900
9103010,3.062500
9105010,2.974300
9106010,2.871400
9108010,2.895900
9109010,2.954700
9111010,2.881200
9112010,2.900800
9114010,3.116400
9115010,3.077200
9117010,2.949800
9118010,3.121300
9120010,2.974300
9122010,3.003700
9123010,2.886100
9125010,2.900800
9126010,2.974300
9128010,3.008600
9129010,2.984100
9131010,3.175200
9132010,3.155600
9134010,3.003700
9135010,3.013500
9137010,2.861600
9138010,3.042900
9140010,2.886100
9142010,2.837100
9143010,3.140900
9145010,3.003700
9146011,3.077200
9148010,2.969400
9149010,3.145800
9151010,3.131100
9152010,2.944900
9154010,2.846900
9155010,3.082100
9157010,3.062500
9159010,3.042900
9160010,2.989000
9162010,3.116400
9163010,2.989000
9165010,2.944900
9166010,3.189900
9168010,3.023300
9169010,2.993900
9171010,2.763600
9172010,2.974300
9174010,2.856700
9176010,2.998800
9177010,2.930200
9179010,3.116400
9180010,2.959600
9182014,3.199700
9183010,2.734200
9185010,2.562700
9186010,2.538200
9188010,2.582300
9189010,2.680300
9191010,2.577400
9192010,2.641100
9194010,2.695000
9196010,2.621500
9197010,2.763600
9199010,2.768500
9200011,2.748900
9202010,2.621500
9203010,2.562700
9205010,2.572500
9206010,2.685200
9208010,2.699900
9209010,2.822400
9211010,2.812600
9213010,2.807700
9214010,2.675400
9216010,2.699900
9217010,2.650900
9219010,2.680300
9220010,2.616600
9222010,2.704800
9223010,2.660700
9225010,2.763600
9226010,2.695000
9228010,2.812600
9230010,2.807700
9231010,2.949800
9233010,2.695000
9234010,2.675400
9236010,2.621500
9237010,2.758700
9239010,2.724400
9240010,2.690100
9242010,2.606800
9243010,2.631300
9245010,2.641100
9246010,2.807700
9248010,2.949800
9250010,2.832200
9251010,2.729300
9253010,2.611700
9254011,2.665600
9256010,2.768500
9257010,2.685200
9259010,2.709700
9260010,2.577400
9262010,2.846900
9263010,2.699900
9265010,2.690100
9267010,2.665600
9268010,2.837100
9270010,2.513700
9271010,2.543100
9273010,2.685200
9274010,2.601900
9276010,2.636200
9277010,2.601900
9279010,2.739100
9280010,2.773400
9282010,2.788100
9284010,2.753800
9285010,2.548000
9287010,2.577400
9288010,2.758700
9290010,2.660700
9291010,2.670500
9293010,2.695000
9294010,2.812600
9296010,2.660700
9297010,2.763600
9299010,2.685200
9300010,2.685200
9302010,2.690100
9304010,2.577400
9305010,2.744000
9307010,2.601900
9308011,2.660700
9310010,2.577400
9311010,2.567600
9313010,2.670500
9314010,2.709700
9316010,2.704800
9317010,2.631300
9319010,2.587200
9321010,2.503900
9322010,2.680300
9324010,2.572500
9325010,2.729300
9327010,2.582300
9328010,2.807700
9330010,2.895900
9331010,2.709700
9333010,2.734200
9334010,2.744000
9336012,2.778300
9338010,3.047800
9339010,3.067400
9341010,3.047800
9342010,2.866500
9344010,3.023300
9345010,2.949800
9347010,3.189900
9348010,3.033100
9350010,3.160500
9351010,2.940000
9353010,2.930200
9354010,3.008600
9356010,3.072300
9358010,3.023300
9359010,2.876300
9361010,2.993900
9362011,3.067400
9364010,3.096800
9365010,3.003700
9367010,2.964500
9368010,2.935100
9370010,2.871400
9371010,2.846900
9373010,2.881200
9375010,2.837100
9376010,2.959600
9378010,2.930200
9379010,3.087000
9381010,3.033100
9382010,3.204600
9384010,3.013500
9385010,2.832200
9387010,2.861600
9388010,2.793000
9390010,3.077200
9392010,2.876300
9393010,3.136000
9395010,3.067400
9396010,2.891000
9398010,3.116400
9399010,2.974300
9401010,3.150700
9402010,2.832200
9404010,2.768500
9405010,3.003700
9407010,2.940000
9408010,3.033100
9410010,3.033100
9412010,3.038000
9413010,3.008600
9415010,3.057600
9416011,2.993900
9418010,2.856700
9419010,2.822400
9421010,2.866500
9422010,2.822400
9424010,2.969400
9425010,3.042900
9427010,3.003700
9429010,2.964500
9430010,3.140900
9432010,3.042900
9433010,3.072300
9435010,2.861600
9436010,2.935100
9438010,2.827300
9439010,2.871400
9441010,2.954700
9442010,2.979200
9444010,3.087000
9446010,2.891000
9447010,2.935100
9449010,3.209500
9450010,3.180100
9452010,3.077200
9453010,2.876300
9455010,3.008600
9456010,3.023300
9458010,2.856700
9459010,3.106600
9461010,2.920400
9462010,2.876300
9464010,3.111500
9466010,3.136000
9467010,3.047800
9469010,3.077200
9470011,3.062500
9472010,2.959600
9473010,3.052700
9475010,2.802800
9476010,3.013500
9478010,3.121300
9479010,3.082100
9481010,3.165400
9483010,3.126200
9484010,3.126200
9486010,2.954700
9487010,3.038000
9489010,3.077200
9490014,2.915500
9492010,2.650900
9493010,2.832200
9495010,2.601900
9496010,2.797900
9498010,2.920400
9500010,2.626400
9501010,2.744000
9503010,2.695000
9504010,2.611700
9506010,2.636200
9507010,2.802800
9509010,2.812600
9510010,2.621500
9512010,2.832200
9513010,2.670500
9515010,2.891000
9516010,2.822400
9518010,2.631300
9520010,2.597000
9521010,2.562700
9523010,2.557800
9524011,2.685200
9526010,2.744000
9527010,2.788100
9529010,2.842000
9530010,2.685200
9532010,2.783200
9533010,2.670500
9535010,2.758700
9537010,2.748900
9538010,2.695000
9540010,2.597000
9541010,2.675400
9543010,2.773400
9544010,2.670500
9546010,2.827300
9547010,2.714600
9549010,2.812600
9550010,2.871400
9552010,2.567600
9554010,2.469600
9555010,2.528400
9557010,2.758700
9558010,2.616600
9560010,2.729300
9561010,2.783200
9563010,2.758700
9564010,2.690100
9566010,2.802800
9567010,2.646000
9569010,2.773400
9570010,2.631300
9572010,2.592100
9574010,2.655800
9575010,2.621500
9577010,2.753800
9578011,2.636200
9580010,2.631300
9581010,2.675400
9583010,2.646000
9584010,2.631300
9586010,2.685200
9587010,2.626400
9589010,2.729300
9591010,2.616600
9592010,2.802800
9594010,2.636200
9595010,2.572500
9597010,2.768500
9598010,2.832200
9600010,2.900800
9601010,2.685200
9603010,2.557800
9604010,2.729300
9606010,2.822400
9608010,2.513700
9609010,2.548000
9611010,2.817500
9612010,2.719500
9614010,2.851800
9615010,2.650900
9617010,2.650900
9618010,2.592100
9620010,2.641100
9621010,2.548000
9623010,2.802800
9624010,2.797900
9626010,2.832200
9628010,2.729300
9629010,2.665600
9631010,2.866500
9632011,2.837100
9634010,2.646000
9635010,2.543100
9637010,2.577400
9638010,2.675400
9640010,2.827300
9641010,2.552900
9643010,2.704800
9645012,2.827300
9646010,2.974300
9648010,3.013500
9649010,3.008600
9651010,2.954700
9652010,2.822400
9654010,2.797900
9655010,2.812600
9657010,3.121300
9658010,3.067400
9660010,2.959600
9662010,3.047800
9663010,3.062500
9665010,3.038000
9666010,2.998800
9668010,2.925300
9669010,2.846900
9671010,2.891000
9672010,3.047800
9674010,3.062500
9675010,2.900800
9677010,3.116400
9678010,2.925300
9680010,3.111500
9682010,3.224200
9683010,3.185000
9685010,3.062500
9686011,3.013500
9688010,2.949800
9689010,3.023300
9691010,3.038000
9692010,2.920400
9694010,3.116400
9695010,2.984100
9697010,3.126200
9699010,2.949800
9700010,3.087000
9702010,2.881200
9703010,2.807700
9705010,2.989000
9706010,3.013500
9708010,2.812600
9709010,2.846900
9711010,2.895900
9712010,3.062500
9714010,2.993900
9716010,3.052700
9717010,3.038000
9719010,2.827300
9720010,2.895900
9722010,2.993900
9723010,2.944900
9725010,3.008600
9726010,2.866500
9728010,2.944900
9729010,3.077200
9731010,3.194800
9732010,3.136000
9734010,2.979200
9736010,3.042900
9737010,3.033100
9739010,3.028200
9740011,3.057600
9742010,3.077200
9743010,2.974300
9745010,3.087000
9746010,2.876300
9748010,2.964500
9749010,3.038000
9751010,2.886100
9753010,2.871400
9754010,2.944900
9756010,2.876300
9757010,2.974300
9759010,2.895900
9760010,2.964500
9762010,2.920400
9763010,3.077200
9765010,3.082100
9766010,3.057600
9768010,2.974300
9770010,2.984100
9771010,2.949800
9773010,2.881200
9774010,2.837100
9776010,2.871400
9777010,2.900800
9779010,2.920400
9780010,2.925300
9782010,2.954700
9783010,3.082100
9785010,3.067400
9786010,3.082100
9788010,2.851800
9790010,2.998800
9791010,2.905700
9793010,2.949800
9794011,3.072300
9796010,2.891000
9797010,2.940000
9799014,3.199700
9800010,2.797900
9802010,2.533300
9803010,2.552900
9805010,2.528400
9807010,2.734200
9808010,2.670500
9810010,2.783200
9811010,2.812600
9813010,2.793000
9814010,2.905700
9816010,2.734200
9817010,2.734200
9819010,2.768500
9820010,2.724400
9822010,2.626400
9824010,2.802800
9825010,2.557800
9827010,2.601900
9828010,2.758700
9830010,2.788100
9831010,2.802800
9833010,2.905700
9834010,2.646000
9836010,2.650900
9837010,2.548000
9839010,2.739100
9840010,2.832200
9842010,2.699900
9844010,2.837100
9845010,2.699900
9847010,2.714600
9848011,2.856700
9850010,2.695000
9851010,2.660700
9853010,2.739100
9854010,2.538200
9856010,2.597000
9857010,2.793000
9859010,2.562700
9861010,2.631300
9862010,2.641100
9864010,2.650900
9865010,2.646000
9867010,2.739100
9868010,2.827300
9870010,2.582300
9871010,2.709700
9873010,2.572500
9874010,2.773400
9876010,2.577400
9878010,2.665600
9879010,2.812600
9881010,2.846900
9882010,2.842000
9884010,2.846900
9885010,2.552900
9887010,2.788100
9888010,2.606800
9890010,2.695000
9891010,2.724400
9893010,2.685200
9894010,2.797900
9896010,2.758700
9898010,2.680300
9899010,2.719500
9901010,2.812600
9902011,2.685200
9904010,2.528400
9905010,2.582300
9907010,2.601900
9908010,2.518600
9910010,2.616600
9911010,2.685200
9913010,2.768500
9915010,2.856700
9916010,2.822400
9918010,2.753800
9919010,2.616600
9921010,2.592100
9922010,2.734200
9924010,2.817500
9925010,2.724400
9927010,2.719500
9928010,2.739100
9930010,2.788100
9932010,2.822400
9933010,2.729300
9935010,2.788100
9936010,2.552900
9938010,2.543100
9939010,2.562700
9941010,2.773400
9942010,2.797900
9944010,2.572500
9945010,2.646000
9947010,2.822400
9948010,2.846900
9950010,2.842000
9952010,2.601900
9953013,2.650900
9955010,3.082100
9956011,3.077200
9958010,2.905700
9959010,2.837100
9961010,2.949800
9962010,3.116400
9964010,3.023300
9965010,3.111500
9967010,3.101700
9969010,3.057600
9970010,3.003700
9972010,2.905700
9973010,2.846900
9975010,2.846900
9976010,2.989000
9978010,3.028200
9979010,3.087000
9981010,3.160500
9982010,3.101700
9984010,3.033100
9986010,2.856700
9987010,2.881200
9989010,2.895900
9990010,2.940000
9992010,2.837100
9993010,3.033100
9995010,2.866500
9996010,2.856700
9998010,2.969400
9999010,3.150700
10001010,2.886100
10003010,3.047800
10004011,2.891000
10006010,2.984100
10007010,2.993900
10009010,2.925300
10011010,2.871400
10012010,2.920400
10014010,3.185000
10016010,3.140900
10017010,3.136000
10019010,2.969400
10020010,2.979200
10022010,2.949800
10024010,3.096800
10025010,3.018400
10027010,2.954700
10029010,3.082100
10030010,2.905700
10032010,3.185000
10034010,3.150700
10035010,2.871400
10037010,2.974300
10038010,2.768500
10040010,3.082100
10042010,3.042900
10043010,2.959600
10045010,2.895900
10047010,2.920400
10048010,3.028200
10050010,3.047800
10051010,3.062500
10053010,2.846900
10055010,2.900800
10056010,2.861600
10058010,3.072300
10060010,3.008600
10061011,3.038000
10063010,3.028200
10064010,2.974300
10066010,3.106600
10068010,2.891000
10069010,2.930200
10071010,2.846900
10073010,2.920400
10074010,2.837100
10076010,2.920400
10077010,3.087000
10079010,3.126200
10081010,3.136000
10082010,3.214400
10084010,3.077200
10086010,3.013500
10087010,2.842000
10089010,2.940000
10091010,2.925300
10092010,2.861600
10094010,2.974300
10095010,2.954700
10097010,3.008600
10099010,3.150700
10100010,2.984100
10102010,2.940000
10104010,3.023300
10105010,2.895900
10107010,3.038000
10108010,3.008600
10110010,3.101700
10112010,2.866500
10113014,2.925300
10115010,2.856700
10117010,2.773400
10118011,2.724400
10120010,2.655800
10121010,2.675400
10123010,2.768500
10125010,2.543100
10126010,2.739100
10128010,2.562700
10130010,2.724400
10131010,2.807700
10133010,2.660700
10134010,2.636200
10136010,2.788100
10138010,2.680300
10139010,2.763600
10141010,2.616600
10143010,2.822400
10144010,2.807700
10146010,2.592100
10148010,2.876300
10149010,2.695000
10151010,2.626400
10152010,2.631300
10154010,2.695000
10156010,2.572500
10157010,2.601900
10159010,2.631300
10161010,2.690100
10162010,2.685200
10164010,2.817500
10165010,2.734200
10167010,2.724400
10169010,2.533300
10170010,2.508800
10172010,2.641100
10174010,2.797900
10175011,2.734200
10177010,2.842000
10178010,2.577400
10180010,2.714600
10182010,2.675400
10183010,2.650900
10185010,2.695000
10187010,2.621500
10188010,2.538200
10190010,2.788100
10191010,2.650900
10193010,2.572500
10195010,2.802800
10196010,2.582300
10198010,2.910600
10200010,2.665600
10201010,2.709700
10203010,2.513700
10205010,2.587200
10206010,2.611700
10208010,2.646000
10209010,2.724400
10211010,2.763600
10213010,2.744000
10214010,2.895900
10216010,2.709700
10218010,2.680300
10219010,2.621500
10221010,2.695000
10222010,2.660700
10224010,2.646000
10226010,2.616600
10227010,2.695000
10229010,2.773400
10231010,2.881200
10232011,2.910600
10234010,2.876300
10235010,2.690100
10237010,2.768500
10239010,2.675400
10240010,2.709700
10242010,2.788100
10244010,2.665600
10245010,2.582300
10247010,2.748900
10248010,2.744000
10250010,2.842000
10252010,2.616600
10253010,2.587200
10255010,2.646000
10257010,2.562700
10258010,2.729300
10260010,2.665600
10262010,2.601900
10263010,2.557800
10265010,2.680300
10266010,2.788100
10268010,2.567600
10270010,2.611700
10271010,2.494100
10273010,2.660700
10275010,2.699900
10276012,2.822400
10278010,3.131100
10279010,2.920400
10281010,3.204600
10283010,3.096800
10284010,3.023300
10286010,2.871400
10288010,2.758700
10289011,3.057600
10291010,3.018400
10292010,3.008600
10294010,3.028200
10296010,3.038000
10297010,3.062500
10299010,3.101700
10301010,2.935100
10302010,2.827300
10304010,2.974300
10305010,2.778300
10307010,2.949800
10309010,3.077200
10310010,2.910600
10312010,3.072300
10314010,3.038000
10315010,2.984100
10317010,2.910600
10319010,2.959600
10320010,2.871400
10322010,2.930200
10323010,3.057600
10325010,2.842000
10327010,3.038000
10328010,3.008600
10330010,3.140900
10332010,3.072300
10333010,2.984100
10335010,3.013500
10336010,2.817500
10338010,2.900800
10340010,3.003700
10341010,2.935100
10343010,3.140900
10345010,2.861600
10346011,3.116400
10348010,3.170300
10349010,3.116400
10351010,3.008600
10353010,2.866500
10354010,3.023300
10356010,3.033100
10358010,2.900800
10359010,2.998800
10361010,2.856700
10362010,2.974300
10364010,3.018400
10366010,3.121300
10367010,3.042900
10369010,2.905700
10371010,2.900800
10372010,2.837100
10374010,3.033100
10376010,3.047800
10377010,3.131100
10379010,2.891000
10380010,2.920400
10382010,3.234000
10384010,2.998800
10385010,2.876300
10387010,2.846900
10389010,2.964500
10390010,2.969400
10392010,3.028200
10393010,3.077200
10395010,3.111500
10397010,2.954700
10398010,3.047800
10400010,2.959600
10402010,3.003700
10403011,2.846900
10405010,3.077200
10406010,2.935100
10408010,2.905700
10410010,3.131100
10411010,2.876300
10413010,3.028200
10415010,3.023300
10416010,3.003700
10418010,2.969400
10419010,2.959600
10421010,2.895900
10423010,2.964500
10424010,2.993900
10426010,2.940000
10428010,3.121300
10429010,2.861600
10431010,3.106600
10433010,3.047800
10434010,3.126200
10436010,2.881200
10437010,3.052700
10439014,2.920400
10441010,2.611700
10442010,2.572500
10444010,2.626400
10446010,2.709700
10447010,2.695000
10449010,2.650900
10450010,2.788100
10452010,2.675400
10454010,2.572500
10455010,2.739100
10457010,2.557800
10459010,2.797900
10460011,2.837100
10462010,2.714600
10463010,2.562700
10465010,2.920400
10467010,2.739100
10468010,2.773400
10470010,2.763600
10472010,2.729300
10473010,2.832200
10475010,2.577400
10476010,2.704800
10478010,2.631300
10480010,2.675400
10481010,2.744000
10483010,2.753800
10485010,2.636200
10486010,2.729300
10488010,2.660700
10490010,2.597000
10491010,2.758700
10493010,2.606800
10494010,2.744000
10496010,2.724400
10498010,2.891000
10499010,2.695000
10501010,2.695000
10503010,2.699900
10504010,2.508800
10506010,2.827300
10507010,2.832200
10509010,2.704800
10511010,2.660700
10512010,2.699900
10514010,2.783200
10516010,2.851800
10517011,2.763600
10519010,2.518600
10520010,2.778300
10522010,2.724400
10524010,2.621500
10525010,2.655800
10527010,2.807700
10529010,2.616600
10530010,2.729300
10532010,2.930200
10533010,2.670500
10535010,2.758700
10537010,2.543100
10538010,2.597000
10540010,2.748900
10542010,2.533300
10543010,2.856700
10545010,2.778300
10547010,2.626400
10548010,2.881200
10550010,2.690100
10551010,2.807700
10553010,2.508800
10555010,2.704800
10556010,2.778300
10558010,2.670500
10560010,2.680300
10561010,2.597000
10563010,2.719500
10564010,2.753800
10566010,2.773400
10568010,2.753800
10569010,2.704800
10571010,2.670500
10573010,2.675400
10574011,2.778300
10576010,2.675400
10577010,2.758700
10579010,2.690100
10581010,2.812600
10582010,2.861600
10584010,2.714600
10586010,2.729300
10587010,2.768500
10589010,2.552900
10590010,2.768500
10592010,2.621500
10594010,2.695000
10595010,2.626400
10597010,2.773400
10599010,2.763600
10600010,2.748900
10602012,2.724400
10604010,3.052700
10605010,2.998800
10607010,2.891000
10608010,2.969400
10610010,2.993900
10612010,2.974300
10613010,3.145800
10615010,3.116400
10617010,3.077200
10618010,2.915500
10620010,2.949800
10621010,2.842000
10623010,2.846900
10625010,2.964500
10626010,2.876300
10628010,2.949800
10630010,3.008600
10631011,3.131100
10633010,3.111500
10634010,3.126200
10636010,3.077200
10638010,2.891000
10639010,3.047800
10641010,3.082100
10643010,2.930200
10644010,3.008600
10646010,2.944900
10647010,3.131100
10649010,2.949800
10651010,3.062500
10652010,3.057600
10654010,2.842000
10656010,2.940000
10657010,2.969400
10659010,3.047800
10661010,2.930200
10662010,3.062500
10664010,3.091900
10665010,2.984100
10667010,2.915500
10669010,2.817500
10670010,2.959600
10672010,2.930200
10674010,3.028200
10675010,2.842000
10677010,3.028200
10678010,3.067400
10680010,2.881200
10682010,3.038000
10683010,3.047800
10685010,2.866500
10687010,2.866500
10688011,2.944900
10690010,2.940000
10691010,2.905700
10693010,3.101700
10695010,2.954700
10696010,2.895900
10698010,2.984100
10700010,3.077200
10701010,2.940000
10703010,3.047800
10704010,2.891000
10706010,2.993900
10708010,2.866500
10709010,2.930200
10711010,2.856700
10713010,3.003700
10714010,2.925300
10716010,3.087000
10718010,2.969400
10719010,3.013500
10721010,2.974300
10722010,2.866500
10724010,2.915500
10726010,3.062500
10727010,3.126200
10729010,2.993900
10731010,3.209500
10732010,3.077200
10734010,3.131100
10735010,3.101700
10737010,2.807700
10739010,3.003700
10740010,3.033100
10742010,3.047800
10744010,2.915500
10745011,2.925300
10747010,3.145800
10748010,3.199700
10750010,3.185000
10752010,3.023300
10753010,2.949800
10755010,3.013500
10757010,2.979200
10758010,3.062500
10760010,3.111500
10761010,3.003700
10763010,3.091900
10765014,3.111500
10766010,2.915500
10768010,2.665600
10770010,2.655800
10771010,2.499000
10773010,2.709700
10775010,2.695000
10776010,2.709700
10778010,2.714600
10779010,2.744000
10781010,2.660700
10783010,2.753800
10784010,2.768500
10786010,2.582300
10788010,2.768500
10789010,2.636200
10791010,2.538200
10792010,2.788100
10794010,2.601900
10796010,2.582300
10797010,2.646000
10799010,2.729300
10801010,2.704800
10802011,2.773400
10804010,2.680300
10805010,2.704800
10807010,2.709700
10809010,2.538200
10810010,2.670500
10812010,2.562700
10814010,2.783200
10815010,2.802800
10817010,2.665600
10818010,2.631300
10820010,2.543100
10822010,2.797900
10823010,2.704800
10825010,2.753800
10827010,2.837100
10828010,2.601900
10830010,2.626400
10832010,2.709700
10833010,2.704800
10835010,2.552900
10836010,2.793000
10838010,2.572500
10840010,2.616600
10841010,2.704800
10843010,2.778300
10845010,2.626400
10846010,2.646000
10848010,2.680300
10849010,2.724400
10851010,2.837100
10853010,2.714600
10854010,2.699900
10856010,2.641100
10858010,2.788100
10859011,2.577400
10861010,2.660700
10862010,2.773400
10864010,2.891000
10866010,2.773400
10867010,2.866500
10869010,2.763600
10871010,2.548000
10872010,2.533300
10874010,2.631300
10875010,2.724400
10877010,2.695000
10879010,2.680300
10880010,2.783200
10882010,2.861600
10884010,2.881200
10885010,2.812600
10887010,2.655800
10889010,2.543100
10890010,2.557800
10892010,2.636200
10893010,2.748900
10895010,2.724400
10897010,2.621500
10898010,2.714600
10900010,2.846900
10902010,2.528400
10903010,2.758700
10905010,2.567600
10906010,2.597000
10908010,2.670500
10910010,2.753800
10911010,2.842000
10913010,2.557800
10915010,2.881200
10916011,2.768500
10918010,2.631300
10919010,2.513700
10921010,2.587200
10923010,2.744000
10924010,2.567600
10926010,2.719500
10928013,2.606800
10929010,2.949800
10931010,2.993900
10932010,3.013500
10934010,2.940000
10936010,2.989000
10937010,2.984100
10939010,2.881200
10941010,3.052700
10942010,2.998800
10944010,3.033100
10946010,2.871400
10947010,3.057600
10949010,3.194800
10950010,3.072300
10952010,2.827300
10954010,2.851800
10955010,2.768500
10957010,2.891000
10959010,2.871400
10960010,2.881200
10962010,3.106600
10963010,2.984100
10965010,2.993900
10967010,3.077200
10968010,2.940000
10970010,2.837100
10972010,2.778300
10973011,2.940000
10975010,2.949800
10976010,3.116400
10978010,2.974300
10980010,3.136000
10981010,2.954700
10983010,3.101700
10985010,3.052700
10986010,2.949800
10988010,2.949800
10989010,3.003700
10991010,3.028200
10993010,2.905700
10994010,2.895900
10996010,2.915500
10998010,3.057600
10999010,2.969400
11001010,3.067400
11003010,2.925300
11004010,2.895900
11006010,2.861600
11007010,2.925300
11009010,3.008600
11011010,3.116400
11012010,2.959600
11014010,3.008600
11016010,3.121300
11017010,2.900800
11019010,2.881200
11020010,2.802800
11022010,3.052700
11024010,2.895900
11025010,2.944900
11027010,3.018400
11029010,3.067400
11030011,2.974300
11032010,3.072300
11033010,2.935100
11035010,3.111500
11037010,3.052700
11038010,2.881200
11040010,3.023300
11042010,2.851800
11043010,2.993900
11045010,3.091900
11046010,2.989000
11048010,2.969400
11050010,3.160500
11051010,2.891000
11053010,3.067400
11055010,2.846900
11056010,3.028200
11058010,2.940000
11060010,3.077200
11061010,2.925300
11063010,2.920400
11064010,3.013500
11066010,3.091900
11068010,3.008600
11069010,2.891000
11071010,2.964500
11073010,2.925300
11074010,2.974300
11076010,3.072300
11077010,3.047800
11079010,2.915500
11081010,3.175200
11082010,3.042900
11084010,3.096800
11086010,2.969400
11087011,2.993900
11089010,3.003700
11090014,2.964500
